question_id,orientation,custom_id,randomization_seed,A_condition,B_condition,context_hash,retrieval_package_path,judge_model,prompt_version,rubric_version,raw_winner,decoded_winner,raw_judge_response_text,parse_error,status_code,request_id,response_id,usage_json,normalized_at,source_raw_judgments_path,source_run_order,parse_ok
Q006,original,pairwise_graphrag_qwen_vs_mini::Q006::original,20260706:Q006:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,2458748941abab1d90b4411a552ceaf86c01b1d81d74ada13816d749034da1d9,evaluation/outputs/retrieval_packages/Q006.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,A,MINI,"{""winner"":""A""}",,200,64542908-3a60-4230-8fa9-ca2ec9bf30b0,resp_01dae036b0edcd1f006a4d66ff2adc8195ba6fb99d8dd391c2,"{""input_tokens"": 4074, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 118, ""output_tokens_details"": {""reasoning_tokens"": 107}, ""total_tokens"": 4192}",2026-07-07T21:18:12.553655+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q006,reversed,pairwise_graphrag_qwen_vs_mini::Q006::reversed,20260706:Q006:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,2458748941abab1d90b4411a552ceaf86c01b1d81d74ada13816d749034da1d9,evaluation/outputs/retrieval_packages/Q006.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,a631e7df-1a54-4b25-8884-fa004832c54a,resp_0ba6d1b52f7d488a006a4d67207cfc8190aa2a371ba79d498d,"{""input_tokens"": 4074, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 133, ""output_tokens_details"": {""reasoning_tokens"": 122}, ""total_tokens"": 4207}",2026-07-07T21:18:12.553673+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q007,original,pairwise_graphrag_qwen_vs_mini::Q007::original,20260706:Q007:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,2e541e15d3612d6faff341c7a5475c458af31c581075befbbfb0eb1566b24632,evaluation/outputs/retrieval_packages/Q007.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,A,MINI,"{""winner"":""A""}",,200,84ecaeba-0441-419d-b53f-70f3c2b64dd6,resp_01e77add9f65da45006a4d6703561081909b5d0a8e886f686f,"{""input_tokens"": 2648, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 202, ""output_tokens_details"": {""reasoning_tokens"": 191}, ""total_tokens"": 2850}",2026-07-07T21:18:12.553688+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q007,reversed,pairwise_graphrag_qwen_vs_mini::Q007::reversed,20260706:Q007:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,2e541e15d3612d6faff341c7a5475c458af31c581075befbbfb0eb1566b24632,evaluation/outputs/retrieval_packages/Q007.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,TIE,TIE,"{""winner"":""TIE""}",,200,09e6adf6-8bd7-499f-9d24-3665bdfe3e67,resp_03a58a0cd83c8a2b006a4d672502a08194895350a040ea3972,"{""input_tokens"": 2648, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 325, ""output_tokens_details"": {""reasoning_tokens"": 313}, ""total_tokens"": 2973}",2026-07-07T21:18:12.553703+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q008,original,pairwise_graphrag_qwen_vs_mini::Q008::original,20260706:Q008:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,0b4140cc91f191b5e3f3be53ac079b0ce7a60882a26fbce44bc3823eb41947f8,evaluation/outputs/retrieval_packages/Q008.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,TIE,TIE,"{""winner"":""TIE""}",,200,454fa2eb-e7ae-461f-8345-0082a5d1e30d,resp_064d34055d3cbb7c006a4d67085e6c8197b67295d83cb44923,"{""input_tokens"": 2621, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 339, ""output_tokens_details"": {""reasoning_tokens"": 327}, ""total_tokens"": 2960}",2026-07-07T21:18:12.553718+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q008,reversed,pairwise_graphrag_qwen_vs_mini::Q008::reversed,20260706:Q008:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,0b4140cc91f191b5e3f3be53ac079b0ce7a60882a26fbce44bc3823eb41947f8,evaluation/outputs/retrieval_packages/Q008.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,b03fc56b-7acc-4342-8743-b17e8df33e46,resp_000f7fedf5c75d29006a4d672b99ec8197935a7b5ef597dc77,"{""input_tokens"": 2621, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 344, ""output_tokens_details"": {""reasoning_tokens"": 333}, ""total_tokens"": 2965}",2026-07-07T21:18:12.553736+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q009,original,pairwise_graphrag_qwen_vs_mini::Q009::original,20260706:Q009:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,9e7ac53c1a4c96e2f99bd79911bce4f5c41dae2047b5a0bfe9cf2f432b47f991,evaluation/outputs/retrieval_packages/Q009.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,TIE,TIE,"{""winner"":""TIE""}",,200,26db261a-0555-452b-a226-757836f51ee2,resp_00a2f45f4c7f1724006a4d6e28936c81978be058c5d437fff8,"{""input_tokens"": 2441, ""input_tokens_details"": {""cached_tokens"": 2304}, ""output_tokens"": 528, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""total_tokens"": 2969}",2026-07-07T21:24:01.660389+00:00,evaluation/outputs/pairwise_judge/batch_6a4d6d4909848190b82ce1b169f4f27b_raw_pairwise_judgments.csv,1,True
Q009,reversed,pairwise_graphrag_qwen_vs_mini::Q009::reversed,20260706:Q009:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,9e7ac53c1a4c96e2f99bd79911bce4f5c41dae2047b5a0bfe9cf2f432b47f991,evaluation/outputs/retrieval_packages/Q009.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,05368b18-6289-4dbb-9c6a-408998f6331b,resp_00b5e7e488c43f07006a4d6d8ca70c8190830e098a6f92a557,"{""input_tokens"": 2441, ""input_tokens_details"": {""cached_tokens"": 2304}, ""output_tokens"": 527, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""total_tokens"": 2968}",2026-07-07T21:24:01.660427+00:00,evaluation/outputs/pairwise_judge/batch_6a4d6d4909848190b82ce1b169f4f27b_raw_pairwise_judgments.csv,1,True
Q010,original,pairwise_graphrag_qwen_vs_mini::Q010::original,20260706:Q010:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,6cf9d529c66fd70254271cf41c86fda38fa59c85828e61357ca4d68848131009,evaluation/outputs/retrieval_packages/Q010.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,QWEN,"{""winner"":""B""}",,200,81ee2ce9-589d-4d21-8d04-ca525c219a54,resp_0c46914f35200a20006a4d6d9506fc81938d884f561a2f6c76,"{""input_tokens"": 2793, ""input_tokens_details"": {""cached_tokens"": 2304}, ""output_tokens"": 952, ""output_tokens_details"": {""reasoning_tokens"": 941}, ""total_tokens"": 3745}",2026-07-07T21:24:01.660449+00:00,evaluation/outputs/pairwise_judge/batch_6a4d6d4909848190b82ce1b169f4f27b_raw_pairwise_judgments.csv,1,True
Q010,reversed,pairwise_graphrag_qwen_vs_mini::Q010::reversed,20260706:Q010:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,6cf9d529c66fd70254271cf41c86fda38fa59c85828e61357ca4d68848131009,evaluation/outputs/retrieval_packages/Q010.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,116606da-7cd1-44b4-ae2f-f75487e1261f,resp_08e59f3646258c85006a4d6da3e6208196b6b2e1a516f6a4b4,"{""input_tokens"": 2793, ""input_tokens_details"": {""cached_tokens"": 2304}, ""output_tokens"": 527, ""output_tokens_details"": {""reasoning_tokens"": 516}, ""total_tokens"": 3320}",2026-07-07T21:24:01.660479+00:00,evaluation/outputs/pairwise_judge/batch_6a4d6d4909848190b82ce1b169f4f27b_raw_pairwise_judgments.csv,1,True
Q011,original,pairwise_graphrag_qwen_vs_mini::Q011::original,20260706:Q011:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,3c5a3397f40c23f85c8073363fc8b081f089be12da69a3a21bfdd534c0a7a3b0,evaluation/outputs/retrieval_packages/Q011.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,A,MINI,"{""winner"":""A""}",,200,c700c89c-e67a-4588-bb22-4440c56f794f,resp_093c1c3f99c779f0006a4d67227118819794c6bbefed417ea5,"{""input_tokens"": 1953, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 424, ""output_tokens_details"": {""reasoning_tokens"": 413}, ""total_tokens"": 2377}",2026-07-07T21:18:12.553914+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q011,reversed,pairwise_graphrag_qwen_vs_mini::Q011::reversed,20260706:Q011:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,3c5a3397f40c23f85c8073363fc8b081f089be12da69a3a21bfdd534c0a7a3b0,evaluation/outputs/retrieval_packages/Q011.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,d69bb57b-ac07-4248-bd9c-eac4763ddc7a,resp_0470861fb0b76c36006a4d67428720819389ca66f7303964f0,"{""input_tokens"": 1953, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 357, ""output_tokens_details"": {""reasoning_tokens"": 346}, ""total_tokens"": 2310}",2026-07-07T21:18:12.553930+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q012,original,pairwise_graphrag_qwen_vs_mini::Q012::original,20260706:Q012:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,34e42a4efa2c78b87cf7ff0333cdd539cff95d702ac4f450fffd25018fbbf73f,evaluation/outputs/retrieval_packages/Q012.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,d651ad48-d670-4898-b2bd-43cf7d2ba4c2,resp_0bfae66c842acb69006a4d6729325081949a37a6891560f6fd,"{""input_tokens"": 2633, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 63, ""output_tokens_details"": {""reasoning_tokens"": 52}, ""total_tokens"": 2696}",2026-07-07T21:18:12.553947+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q012,reversed,pairwise_graphrag_qwen_vs_mini::Q012::reversed,20260706:Q012:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,34e42a4efa2c78b87cf7ff0333cdd539cff95d702ac4f450fffd25018fbbf73f,evaluation/outputs/retrieval_packages/Q012.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,A,MINI,"{""winner"":""A""}",,200,c0ca9a87-e43f-402a-ba0f-e769cc04699f,resp_00a29d45090e2667006a4d6748b7388190ac8556376084b158,"{""input_tokens"": 2633, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 104, ""output_tokens_details"": {""reasoning_tokens"": 93}, ""total_tokens"": 2737}",2026-07-07T21:18:12.553970+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q013,original,pairwise_graphrag_qwen_vs_mini::Q013::original,20260706:Q013:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,3ddb56d3f6893aad4eb5ec543ec0f79ca1583e6ede75e273b49566559124c87b,evaluation/outputs/retrieval_packages/Q013.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,QWEN,"{""winner"":""B""}",,200,96355f50-8cca-44cf-90a7-fb3544c6feb7,resp_0ba202b696655bb8006a4d672c83108193979fa73005789cc7,"{""input_tokens"": 2905, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 241, ""output_tokens_details"": {""reasoning_tokens"": 230}, ""total_tokens"": 3146}",2026-07-07T21:18:12.553985+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q013,reversed,pairwise_graphrag_qwen_vs_mini::Q013::reversed,20260706:Q013:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,3ddb56d3f6893aad4eb5ec543ec0f79ca1583e6ede75e273b49566559124c87b,evaluation/outputs/retrieval_packages/Q013.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,A,QWEN,"{""winner"":""A""}",,200,89f18796-45ee-44cd-b0c8-a20f6f09b0e7,resp_033206617fea179e006a4d674d96248194b40f757a7c2165b8,"{""input_tokens"": 2905, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 121, ""output_tokens_details"": {""reasoning_tokens"": 110}, ""total_tokens"": 3026}",2026-07-07T21:18:12.554001+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q014,original,pairwise_graphrag_qwen_vs_mini::Q014::original,20260706:Q014:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,fe3cd670ad10187115d53e31b9c9885fc8849ff5923eb20552bc2b6dda60caf9,evaluation/outputs/retrieval_packages/Q014.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,QWEN,"{""winner"":""B""}",,200,f3c34faf-3d4f-43e5-a383-f27cce1393a2,resp_0957834f22360dbd006a4d67321fdc8190867b5bdea2dede89,"{""input_tokens"": 1862, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 220, ""output_tokens_details"": {""reasoning_tokens"": 209}, ""total_tokens"": 2082}",2026-07-07T21:18:12.554016+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q014,reversed,pairwise_graphrag_qwen_vs_mini::Q014::reversed,20260706:Q014:pairwise_graphrag_qwen_vs_mini,qwen3_8b_igkf,gpt_5_4_mini_igkf,fe3cd670ad10187115d53e31b9c9885fc8849ff5923eb20552bc2b6dda60caf9,evaluation/outputs/retrieval_packages/Q014.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,B,MINI,"{""winner"":""B""}",,200,84a31770-b7bf-4dbb-9e0e-6438e04b5bed,resp_095a6e352a2b79d2006a4d6737bc7081969f5dd8a75ebc2bbf,"{""input_tokens"": 1862, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 229, ""output_tokens_details"": {""reasoning_tokens"": 218}, ""total_tokens"": 2091}",2026-07-07T21:18:12.554035+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
Q015,original,pairwise_graphrag_qwen_vs_mini::Q015::original,20260706:Q015:pairwise_graphrag_qwen_vs_mini,gpt_5_4_mini_igkf,qwen3_8b_igkf,7ba19007ae6ed050d0c982fe5583003f2f90fedf72b2be91fc77ad0a23526721,evaluation/outputs/retrieval_packages/Q015.json,gpt-5.5-2026-04-23,pairwise_prompt_v1,pairwise_biomedical_rubric_v1,A,MINI,"{""winner"":""A""}",,200,6f298cd6-827a-4936-8dd6-7a129fa6008e,resp_081f3b32ce88a2af006a4d6752105c81949416f2b3525fe612,"{""input_tokens"": 3122, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 184, ""output_tokens_details"": {""reasoning_tokens"": 173}, ""total_tokens"": 3306}",2026-07-07T21:18:12.554050+00:00,evaluation/outputs/pairwise_judge/batch_6a4d669d1a248190b5d7a8a9ccba0755_raw_pairwise_judgments.csv,0,True
